387, 43, 1108
437, -47, 1039
465, -146, 970
468, -205, 934
449, -241, 890
414, -297, 859
365, -360, 871
365, -360, 871
301, -405, 905
212, -427, 925
123, -389, 943
52, -343, 921
2, -280, 895
-11, -220, 875
-11, -220, 875
-18, -133, 903
-23, -79, 938
-22, -18, 950
-1, 24, 939
52, 15, 927
52, 15, 927
113, -21, 934
156, -52, 979
184, -110, 1008
199, -130, 1017
-,-,-
132, -80, 1001
200, 10, 943
110, 114, 923
79, 85, 867
85, 89, 868
85, 89, 868
138, -72, 888
167, -120, 959
137, -101, 1026
117, -80, 1027
117, -72, 1005
117, -72, 1005
127, -83, 1030
128, -59, 1066
135, -38, 1070
160, -46, 1037
189, -32, 991
223, -23, 980
223, -23, 980
263, -16, 980
316, -39, 1004
350, -50, 1037
374, -77, 1028
376, -112, 1016
340, -143, 1056
288, -152, 1084
252, -201, 1051
252, -201, 1051
226, -256, 1071
175, -290, 1037
94, -264, 981
4, -219, 953
-43, -205, 911
-61, -261, 922
-69, -315, 974
-69, -315, 974
-89, -324, 954
-121, -306, 876
-163, -224, 801
-212, -129, 778
-239, -60, 789
-224, 1, 855
-162, 10, 874
-84, 19, 904
-84, 19, 904
-58, 63, 958
-47, 143, 1005
-23, 229, 1050
54, 279, 1080
54, 279, 1080
145, 253, 1125
218, 248, 1128
273, 269, 1159
331, 251, 1194
378, 183, 1206
415, 161, 1229
461, 96, 1174
461, 96, 1174
487, 9, 1080
490, -95, 1030
464, -184, 991
427, -215, 976
381, -290, 929
381, -290, 929
357, -391, 923
299, -443, 956
213, -460, 971
138, -437, 971
77, -392, 957
31, -304, 917
31, -304, 917
14, -224, 850
40, -148, 844
-,-,-
474, -162, 892
504, 45, 897
405, 60, 894
477, -18, 899
477, -18, 899
501, -65, 855
491, -14, 905
417, -20, 883
425, -151, 842
473, -124, 862
-,-,-
217, 145, 775
209, 106, 804
-80, -91, 923
322, 94, 856
304, 120, 795
304, 120, 795
241, -39, 793
265, -6, 666
257, -36, 786
265, -23, 831
265, -23, 831
270, 3, 892
287, 0, 922
294, 3, 906
294, 3, 906
297, -18, 921
278, -16, 974
258, 11, 1027
240, 52, 1025
240, 52, 1025
240, 92, 1013
253, 135, 1011
265, 165, 1012
298, 243, 1030
376, 286, 1046
563, 130, 1060
563, 130, 1060
766, -160, 1067
885, -418, 1009
855, -638, 885
635, -716, 773
303, -629, 675
-121, -490, 677
-505, -301, 812
-712, -195, 1058
-742, -192, 1135
-701, -195, 994
-657, -124, 811
-651, 32, 722
-651, 32, 722
-570, 274, 708
-498, 522, 744
-301, 914, 861
22, 1175, 1083
349, 1184, 1409
576, 1107, 1713
683, 966, 1958
683, 966, 1958
757, 629, 1924
942, 19, 1710
1104, -712, 1600
1079, -992, 1662
909, -1068, 1527
708, -1174, 1131
503, -1259, 830
330, -1315, 726
111, -1300, 715
-129, -1140, 804
-238, -945, 868
-267, -731, 714
-320, -355, 550
-357, 88, 480
-357, 88, 480
