-,-,-
-679, 188, 695
-679, 188, 695
-697, 181, 701
-720, 145, 632
-777, 90, 630
-753, 100, 636
-711, 126, 683
-679, 150, 719
-679, 150, 719
-760, 124, 694
-,-,-
-922, 25, 402
-896, 57, 419
-896, 57, 419
-910, 56, 411
-920, 74, 432
-927, 97, 413
-915, 60, 388
-915, 60, 388
-902, 75, 411
-881, 110, 414
-880, 131, 420
-898, 106, 448
-894, 104, 465
-900, 133, 412
-864, 266, 364
-864, 266, 364
-974, 386, 138
-814, 374, 399
-809, 283, 497
-831, 158, 461
-876, 67, 530
-897, -57, 540
-897, -57, 540
-833, -302, 509
-799, -624, 566
-845, -893, 609
-868, -999, 732
-845, -936, 801
-728, -861, 762
-668, -754, 726
-697, -507, 704
-762, -66, 560
-718, 397, 458
-724, 821, 375
-724, 821, 375
-783, 1265, 351
-825, 1616, 328
-884, 1808, 281
-848, 1840, 339
-773, 1666, 539
-665, 1479, 643
-560, 1376, 686
-576, 1276, 590
-659, 1127, 719
-692, 836, 951
-660, 470, 882
-627, 49, 904
-627, 49, 904
-718, -390, 956
-654, -813, 956
-608, -1211, 930
-592, -1615, 856
-588, -1929, 800
-608, -1998, 604
-596, -1979, 581
-614, -1688, 473
-580, -1258, 371
-580, -826, 404
-603, -473, 491
-574, -182, 762
-799, 68, 705
-687, 419, 826
-687, 419, 826
-734, 735, 721
-777, 940, 654
-620, 1103, 665
-710, 1364, 545
-774, 1649, 548
-735, 1690, 436
-666, 1575, 375
-635, 1420, 384
-655, 1232, 511
-682, 1037, 511
-699, 896, 566
-699, 896, 566
-623, 761, 667
-728, 598, 779
-849, 414, 776
-851, 163, 939
-804, -88, 918
-689, -299, 816
-714, -442, 732
-741, -571, 789
-741, -571, 789
-704, -744, 748
-678, -958, 690
-651, -1166, 628
-707, -1339, 618
-661, -1488, 679
-634, -1540, 664
-641, -1388, 731
-634, -1136, 702
-616, -920, 714
-612, -696, 841
-696, -351, 1022
-710, 37, 1077
-669, 291, 785
-616, 662, 568
-640, 1014, 424
-630, 1197, 228
-496, 1493, 122
-590, 1772, 227
-590, 1772, 227
-681, 1907, 319
-702, 1755, 531
-624, 1509, 680
-613, 1293, 528
-609, 1138, 503
-641, 997, 543
-657, 806, 576
-685, 609, 646
-892, 256, 1045
-700, 168, 665
-700, 168, 665
-909, -112, 945
-837, -312, 1014
-874, -494, 1017
-853, -707, 979
-749, -925, 782
-708, -1054, 656
-,-,-
-862, 36, 516
-862, 56, 492
-897, 23, 486
-901, 6, 522
-926, 38, 502
-887, 76, 444
-887, 76, 444
-889, 123, 436
-851, 99, 389
-891, 79, 423
-929, 93, 536
-879, 92, 509
-879, 92, 509
-880, 89, 490
-888, 70, 494
-909, -23, 474
-951, -210, 507
-880, -569, 626
-716, -1045, 750
-556, -1380, 767
-488, -1293, 676
-470, -1014, 673
-449, -696, 763
-449, -696, 763
-594, -320, 614
-586, 261, 679
-607, 657, 493
-695, 748, 217
-709, 778, 244
-690, 799, 477
-768, 946, 673
-821, 1162, 798
-771, 1360, 785
-771, 1360, 785
-724, 1513, 640
-730, 1603, 564
-722, 1549, 503
-663, 1395, 442
-651, 1239, 491
-653, 1054, 478
-597, 893, 650
-621, 738, 596
-704, 563, 658
-767, 302, 862
-767, 302, 1026
-731, -11, 1026
-634, -321, 969
-584, -559, 876
-670, -696, 797
-689, -830, 750
-593, -1010, 646
-581, -1090, 520
-626, -1027, 594
-783, -939, 701
-752, -897, 738
-772, -804, 701
-810, -648, 632
-777, -475, 613
-,-,-
-793, -31, 666
-964, -17, 429
-906, -33, 166
-766, -39, 458
-766, -39, 458
-740, -43, 729
-932, -69, 438
-897, -110, 308
-906, 28, 435
-870, 186, 501
-894, 368, 414
-969, 672, 398
-969, 672, 398
-1053, 945, 371
-1090, 1099, 402
-1049, 1161, 478
-782, 1090, 515
-820, 993, 589
-795, 755, 635
-708, 448, 714
-623, 124, 813
-569, -188, 827
-554, -523, 769
-506, -843, 780
-506, -843, 780
-501, -1207, 741
-421, -1591, 677
-433, -1920, 683
-526, -1998, 681
-541, -1901, 718
-534, -1633, 555
